loan_id,company_id,loan_amount,interest_rate,term_months,purpose,collateral_type,collateral_value,ltv_ratio,origination_date,loan_status,default_flag,days_to_default,loss_amount,recovery_amount
LOAN_004569,COMP_004680,9076406.21,0.0817,24,acquisition,receivables,15552031.35,0.5836,2022-08-30,paid_off,0,,,
LOAN_004570,COMP_000509,3399074.32,0.0567,48,expansion,inventory,4424367.55,0.7683,2020-01-04,paid_off,0,,,
LOAN_004571,COMP_002113,3699051.7,0.063,24,expansion,securities,5551693.44,0.6663,2020-12-18,paid_off,0,,,
LOAN_004572,COMP_004571,4184037.11,0.0937,24,equipment,unsecured,0.0,,2023-05-12,paid_off,0,,,
LOAN_004573,COMP_002222,50000000.0,0.0895,12,real_estate,receivables,79966175.8,0.6253,2020-09-16,paid_off,0,,,
LOAN_004574,COMP_000519,50000000.0,0.0614,12,acquisition,receivables,63907835.67,0.7824,2020-08-15,paid_off,0,,,
LOAN_004575,COMP_004205,10118504.42,0.0716,36,working_capital,equipment,13842148.21,0.731,2024-08-06,current,0,,,
LOAN_004576,COMP_003943,11811361.35,0.0665,12,acquisition,receivables,16352423.77,0.7223,2023-11-12,paid_off,0,,,
LOAN_004577,COMP_001787,50000000.0,0.0616,36,acquisition,securities,99760706.61,0.5012,2023-09-05,current,0,,,
LOAN_004578,COMP_004739,49231319.38,0.0584,36,equipment,equipment,55332177.92,0.8897,2022-01-27,paid_off,0,,,
LOAN_004579,COMP_001175,12274013.61,0.0625,24,refinancing,real_estate,22597400.34,0.5432,2023-12-22,default,1,98,4827536.97,7446476.64
LOAN_004580,COMP_003059,20623806.77,0.0627,36,real_estate,unsecured,0.0,,2021-05-01,paid_off,0,,,
LOAN_004581,COMP_004390,50000000.0,0.0496,60,expansion,inventory,80608546.68,0.6203,2022-08-25,current,0,,,
LOAN_004582,COMP_004415,23986110.28,0.0706,36,equipment,real_estate,46612945.74,0.5146,2024-09-11,current,0,,,
LOAN_004583,COMP_000894,50000000.0,0.0714,48,real_estate,securities,90520624.71,0.5524,2020-02-27,paid_off,0,,,
LOAN_004584,COMP_002293,50000000.0,0.0566,48,working_capital,receivables,76067991.01,0.6573,2023-09-06,current,0,,,
LOAN_004585,COMP_004880,50000000.0,0.0504,36,real_estate,inventory,82196907.73,0.6083,2023-11-19,current,0,,,
LOAN_004586,COMP_001857,50000000.0,0.0639,12,refinancing,equipment,55324545.39,0.9038,2024-12-10,paid_off,0,,,
LOAN_004587,COMP_004924,2206060.05,0.0781,60,real_estate,inventory,4063239.42,0.5429,2024-05-23,current,0,,,
LOAN_004588,COMP_004146,50000000.0,0.0776,36,working_capital,securities,66607490.48,0.7507,2021-02-08,paid_off,0,,,
LOAN_004589,COMP_002169,50000000.0,0.068,48,refinancing,unsecured,0.0,,2022-09-20,current,0,,,
LOAN_004590,COMP_004638,49935720.93,0.0645,60,acquisition,equipment,68220215.72,0.732,2024-11-11,current,0,,,
LOAN_004591,COMP_004252,4736491.49,0.0755,12,refinancing,real_estate,8132558.0,0.5824,2022-06-24,paid_off,0,,,
LOAN_004592,COMP_000903,50000000.0,0.0652,12,expansion,securities,63911503.53,0.7823,2022-01-06,paid_off,0,,,
LOAN_004593,COMP_002177,50000000.0,0.0777,60,real_estate,equipment,69435375.07,0.7201,2021-04-15,current,0,,,
LOAN_004594,COMP_003346,50000000.0,0.0736,48,acquisition,inventory,57434444.8,0.8706,2021-02-08,paid_off,0,,,
LOAN_004595,COMP_003927,24225928.54,0.0833,24,real_estate,unsecured,0.0,,2021-12-03,default,1,229,21433836.8,2792091.74
LOAN_004596,COMP_003018,17507149.01,0.0785,36,working_capital,unsecured,0.0,,2024-06-29,current,0,,,
LOAN_004597,COMP_004461,40531765.22,0.0702,48,expansion,equipment,65271963.12,0.621,2021-02-06,default,1,1255,12297493.78,28234271.44
LOAN_004598,COMP_003186,16475036.59,0.0742,36,real_estate,unsecured,0.0,,2020-08-03,default,1,1080,11100776.38,5374260.21
LOAN_004599,COMP_002194,50000000.0,0.0682,48,real_estate,real_estate,58075189.49,0.861,2022-06-13,current,0,,,
LOAN_004600,COMP_002445,50000000.0,0.0842,48,expansion,inventory,61383582.9,0.8146,2024-03-31,restructured,0,,,
LOAN_004601,COMP_004946,46991649.42,0.067,24,equipment,unsecured,0.0,,2024-03-10,current,0,,,
LOAN_004602,COMP_001860,50000000.0,0.0626,48,equipment,inventory,80567495.36,0.6206,2021-06-10,paid_off,0,,,
LOAN_004603,COMP_002983,8841995.23,0.074,12,acquisition,receivables,16270132.25,0.5434,2022-04-30,paid_off,0,,,
LOAN_004604,COMP_003758,50000000.0,0.0592,12,working_capital,equipment,68832910.14,0.7264,2023-05-19,paid_off,0,,,
LOAN_004605,COMP_002169,50000000.0,0.0865,12,equipment,equipment,82348386.35,0.6072,2020-11-24,paid_off,0,,,
LOAN_004606,COMP_003301,20660341.87,0.0615,36,working_capital,real_estate,40910174.51,0.505,2023-01-09,paid_off,0,,,
LOAN_004607,COMP_003073,15627991.86,0.0696,12,real_estate,equipment,17439055.57,0.8961,2023-11-16,paid_off,0,,,
LOAN_004608,COMP_002065,7592726.54,0.0714,48,refinancing,receivables,13691857.68,0.5545,2023-08-10,default,1,341,3825814.16,3766912.38
LOAN_004609,COMP_003619,50000000.0,0.0694,12,refinancing,equipment,92000349.07,0.5435,2020-10-28,paid_off,0,,,
LOAN_004610,COMP_004861,50000000.0,0.0822,24,expansion,receivables,64838820.1,0.7711,2020-06-08,default,1,144,34498939.53,15501060.47
LOAN_004611,COMP_000914,50000000.0,0.0731,24,real_estate,securities,89079381.15,0.5613,2022-11-29,paid_off,0,,,
LOAN_004612,COMP_001923,9797872.83,0.073,36,working_capital,receivables,16101034.24,0.6085,2021-02-21,paid_off,0,,,
LOAN_004613,COMP_003744,8479905.52,0.0825,48,working_capital,securities,12621153.05,0.6719,2020-12-02,paid_off,0,,,
LOAN_004614,COMP_004725,50000000.0,0.0822,36,refinancing,inventory,81190213.41,0.6158,2020-09-09,paid_off,0,,,
LOAN_004615,COMP_004786,29242703.03,0.0735,48,expansion,receivables,53127313.82,0.5504,2020-07-19,paid_off,0,,,
LOAN_004616,COMP_002106,43966570.22,0.0841,48,expansion,equipment,84278720.19,0.5217,2023-01-27,current,0,,,
LOAN_004617,COMP_001983,14434541.24,0.0704,48,acquisition,securities,17757776.6,0.8129,2022-12-08,current,0,,,
LOAN_004618,COMP_004115,32276078.85,0.0745,60,expansion,securities,53922574.72,0.5986,2020-08-05,paid_off,0,,,
LOAN_004619,COMP_002443,27282458.76,0.0858,24,expansion,unsecured,0.0,,2021-08-27,default,1,78,24213356.96,3069101.8
LOAN_004620,COMP_000078,1571938.83,0.0726,12,acquisition,inventory,2731512.11,0.5755,2024-05-23,paid_off,0,,,
LOAN_004621,COMP_003477,50000000.0,0.0785,60,expansion,inventory,93648203.05,0.5339,2020-11-02,paid_off,0,,,
LOAN_004622,COMP_004951,50000000.0,0.0625,36,refinancing,equipment,83037548.48,0.6021,2021-01-05,default,1,1080,19907747.83,30092252.17
LOAN_004623,COMP_001506,34942469.87,0.0786,36,expansion,equipment,43540065.77,0.8025,2024-10-28,current,0,,,
LOAN_004624,COMP_003781,9297854.05,0.0771,12,equipment,equipment,11964022.5,0.7772,2024-01-27,paid_off,0,,,
LOAN_004625,COMP_002843,50000000.0,0.0756,36,refinancing,real_estate,93160167.37,0.5367,2020-05-05,paid_off,0,,,
LOAN_004626,COMP_001473,21094059.87,0.061,36,working_capital,inventory,32983882.38,0.6395,2022-10-10,default,1,55,14001505.44,7092554.43
LOAN_004627,COMP_000546,16662781.75,0.0728,12,real_estate,securities,28636203.75,0.5819,2023-11-22,paid_off,0,,,
LOAN_004628,COMP_004805,10992358.26,0.0721,24,refinancing,real_estate,15024001.26,0.7317,2020-02-06,paid_off,0,,,
LOAN_004629,COMP_002502,8841015.92,0.0554,36,expansion,receivables,12216844.25,0.7237,2022-03-10,paid_off,0,,,
LOAN_004630,COMP_000459,3814416.29,0.0781,48,refinancing,securities,5940766.47,0.6421,2021-04-19,paid_off,0,,,
LOAN_004631,COMP_002040,48786465.14,0.0662,12,refinancing,receivables,85197168.52,0.5726,2022-04-21,paid_off,0,,,
LOAN_004632,COMP_001969,16840374.33,0.0545,48,acquisition,inventory,23393774.23,0.7199,2023-09-05,current,0,,,
LOAN_004633,COMP_001648,22885360.32,0.0931,48,real_estate,inventory,40380935.23,0.5667,2022-09-19,current,0,,,
LOAN_004634,COMP_004208,48689020.6,0.0684,24,refinancing,real_estate,53881550.09,0.9036,2021-09-07,default,1,208,17915047.17,30773973.43
LOAN_004635,COMP_003568,50000000.0,0.0705,60,working_capital,real_estate,57481078.5,0.8699,2021-11-09,current,0,,,
LOAN_004636,COMP_000036,50000000.0,0.0743,60,expansion,inventory,77534628.22,0.6449,2022-09-03,current,0,,,
LOAN_004637,COMP_004052,50000000.0,0.0608,12,acquisition,real_estate,84564999.1,0.5913,2023-02-04,default,1,39,18160986.78,31839013.22
LOAN_004638,COMP_003584,50000000.0,0.0844,36,expansion,receivables,73966843.56,0.676,2020-03-09,paid_off,0,,,
LOAN_004639,COMP_002087,18230190.67,0.0484,48,working_capital,equipment,34196188.26,0.5331,2024-07-31,current,0,,,
LOAN_004640,COMP_002745,16055200.38,0.0519,12,equipment,receivables,26273189.25,0.6111,2021-04-02,paid_off,0,,,
LOAN_004641,COMP_002218,50000000.0,0.0637,24,working_capital,unsecured,0.0,,2024-08-13,current,0,,,
LOAN_004642,COMP_002402,12617338.05,0.0771,36,working_capital,inventory,17733636.2,0.7115,2022-09-27,paid_off,0,,,
LOAN_004643,COMP_004663,50000000.0,0.0571,36,acquisition,real_estate,76579328.82,0.6529,2022-08-13,paid_off,0,,,
LOAN_004644,COMP_003600,50000000.0,0.0739,12,refinancing,securities,95640170.22,0.5228,2023-08-16,paid_off,0,,,
LOAN_004645,COMP_002065,14999576.25,0.075,36,working_capital,equipment,21553352.49,0.6959,2021-04-27,paid_off,0,,,
LOAN_004646,COMP_001330,49953752.12,0.067,12,refinancing,inventory,85616211.46,0.5835,2020-08-05,paid_off,0,,,
LOAN_004647,COMP_003662,50000000.0,0.052,12,equipment,unsecured,0.0,,2021-06-07,paid_off,0,,,
LOAN_004648,COMP_001516,4618237.17,0.0637,12,expansion,real_estate,7550037.97,0.6117,2020-05-11,default,1,39,988400.22,3629836.95
LOAN_004649,COMP_000480,50000000.0,0.0644,60,expansion,unsecured,0.0,,2021-06-16,current,0,,,
LOAN_004650,COMP_004203,50000000.0,0.0656,36,equipment,receivables,92259661.67,0.5419,2024-05-17,current,0,,,
LOAN_004651,COMP_004039,14954312.69,0.0578,48,expansion,securities,25987978.46,0.5754,2021-08-15,paid_off,0,,,
LOAN_004652,COMP_000525,50000000.0,0.05,36,real_estate,equipment,59371532.56,0.8422,2020-06-13,paid_off,0,,,
LOAN_004653,COMP_000976,50000000.0,0.0872,48,refinancing,receivables,87191717.35,0.5734,2021-01-23,paid_off,0,,,
LOAN_004654,COMP_003241,50000000.0,0.0632,60,working_capital,real_estate,99005934.08,0.505,2021-07-24,current,0,,,
LOAN_004655,COMP_001616,50000000.0,0.073,24,acquisition,securities,67865619.24,0.7368,2023-02-02,paid_off,0,,,
LOAN_004656,COMP_003521,50000000.0,0.075,36,expansion,securities,56792637.61,0.8804,2024-11-09,current,0,,,
LOAN_004657,COMP_000372,440775.75,0.0782,36,refinancing,inventory,853530.16,0.5164,2024-04-18,current,0,,,
LOAN_004658,COMP_000758,21748973.78,0.0854,60,equipment,receivables,38963625.02,0.5582,2022-04-27,current,0,,,
LOAN_004659,COMP_002814,24728779.08,0.0769,24,expansion,real_estate,42567429.06,0.5809,2023-02-05,paid_off,0,,,
LOAN_004660,COMP_000078,452512.25,0.06,24,acquisition,equipment,539284.79,0.8391,2022-03-12,paid_off,0,,,
LOAN_004661,COMP_003676,50000000.0,0.06,36,working_capital,unsecured,0.0,,2023-10-19,current,0,,,
LOAN_004662,COMP_002539,16674257.18,0.0579,48,working_capital,unsecured,0.0,,2024-10-09,current,0,,,
LOAN_004663,COMP_003235,50000000.0,0.0695,12,working_capital,inventory,79603336.32,0.6281,2020-12-24,paid_off,0,,,
LOAN_004664,COMP_004131,3491158.28,0.0801,36,equipment,inventory,5199877.7,0.6714,2022-03-31,paid_off,0,,,
LOAN_004665,COMP_003304,50000000.0,0.0688,60,refinancing,unsecured,0.0,,2022-09-09,current,0,,,
LOAN_004666,COMP_001635,50000000.0,0.0552,24,expansion,real_estate,92220636.88,0.5422,2023-06-17,paid_off,0,,,
LOAN_004667,COMP_004647,50000000.0,0.0711,48,expansion,receivables,80730174.42,0.6193,2023-05-03,current,0,,,
LOAN_004668,COMP_002808,50000000.0,0.0612,48,working_capital,receivables,67616564.56,0.7395,2022-03-16,current,0,,,
LOAN_004669,COMP_001133,23148558.68,0.0683,48,acquisition,inventory,40626030.0,0.5698,2022-10-29,current,0,,,
LOAN_004670,COMP_004308,39863913.47,0.0658,60,working_capital,unsecured,0.0,,2024-10-02,current,0,,,
LOAN_004671,COMP_001381,37532950.94,0.0586,12,expansion,equipment,62188616.98,0.6035,2023-04-16,paid_off,0,,,
LOAN_004672,COMP_004092,10211967.32,0.0876,12,refinancing,inventory,11856078.65,0.8613,2023-02-09,paid_off,0,,,
LOAN_004673,COMP_002526,39180498.9,0.0569,12,equipment,receivables,67168173.41,0.5833,2024-08-02,paid_off,0,,,
LOAN_004674,COMP_003475,50000000.0,0.0574,60,real_estate,real_estate,74391698.33,0.6721,2023-08-06,current,0,,,
LOAN_004675,COMP_004430,5184599.79,0.0616,12,acquisition,inventory,6227111.02,0.8326,2022-05-26,paid_off,0,,,
LOAN_004676,COMP_004133,50000000.0,0.0941,24,working_capital,inventory,97657201.77,0.512,2024-12-01,current,0,,,
LOAN_004677,COMP_001933,50000000.0,0.069,60,expansion,receivables,60529811.75,0.826,2023-08-11,current,0,,,
LOAN_004678,COMP_001272,50000000.0,0.0749,36,working_capital,receivables,81203715.43,0.6157,2020-12-09,paid_off,0,,,
LOAN_004679,COMP_000205,50000000.0,0.0558,24,working_capital,inventory,84880934.97,0.5891,2022-04-21,paid_off,0,,,
LOAN_004680,COMP_003955,8809719.73,0.0775,24,working_capital,unsecured,0.0,,2022-07-06,paid_off,0,,,
LOAN_004681,COMP_000672,50000000.0,0.048,24,real_estate,securities,75761647.22,0.66,2020-08-30,paid_off,0,,,
LOAN_004682,COMP_001310,40847999.26,0.0928,12,refinancing,equipment,66336135.59,0.6158,2024-01-14,paid_off,0,,,
LOAN_004683,COMP_000908,7535787.74,0.06,24,real_estate,inventory,11692865.74,0.6445,2022-07-13,paid_off,0,,,
LOAN_004684,COMP_000784,50000000.0,0.0692,12,real_estate,securities,89899873.46,0.5562,2023-03-08,paid_off,0,,,
LOAN_004685,COMP_003826,12101994.31,0.0797,12,expansion,unsecured,0.0,,2021-08-12,paid_off,0,,,
LOAN_004686,COMP_003065,7186688.32,0.0546,36,acquisition,receivables,13949941.87,0.5152,2024-09-14,current,0,,,
LOAN_004687,COMP_002673,8241700.93,0.078,48,equipment,inventory,13583616.99,0.6067,2021-08-07,paid_off,0,,,
LOAN_004688,COMP_001288,50000000.0,0.0618,36,acquisition,real_estate,94457983.51,0.5293,2023-04-07,current,0,,,
LOAN_004689,COMP_000456,50000000.0,0.0698,12,acquisition,securities,92006795.25,0.5434,2023-09-15,paid_off,0,,,
LOAN_004690,COMP_001454,50000000.0,0.0744,36,equipment,real_estate,81617973.56,0.6126,2022-09-06,paid_off,0,,,
LOAN_004691,COMP_002118,50000000.0,0.0604,48,working_capital,securities,82412184.68,0.6067,2023-05-07,current,0,,,
LOAN_004692,COMP_000046,50000000.0,0.0751,48,refinancing,securities,88067888.13,0.5677,2021-08-10,paid_off,0,,,
LOAN_004693,COMP_004495,50000000.0,0.0573,12,acquisition,securities,70305833.2,0.7112,2024-08-27,paid_off,0,,,
LOAN_004694,COMP_003197,30124439.58,0.0852,12,equipment,receivables,42562521.86,0.7078,2022-12-21,paid_off,0,,,
LOAN_004695,COMP_004781,15603794.44,0.0654,60,acquisition,equipment,18221685.25,0.8563,2022-09-05,current,0,,,
LOAN_004696,COMP_003814,50000000.0,0.0607,24,working_capital,unsecured,0.0,,2022-02-09,paid_off,0,,,
LOAN_004697,COMP_001009,28644102.19,0.0603,60,expansion,inventory,35647785.96,0.8035,2023-11-28,current,0,,,
LOAN_004698,COMP_000902,38136125.89,0.0679,48,real_estate,real_estate,43537161.22,0.8759,2023-10-05,current,0,,,
LOAN_004699,COMP_004176,50000000.0,0.0751,60,real_estate,securities,84128417.18,0.5943,2024-11-06,current,0,,,
LOAN_004700,COMP_002918,50000000.0,0.0579,12,expansion,securities,55235826.59,0.9052,2022-04-03,paid_off,0,,,
LOAN_004701,COMP_003226,50000000.0,0.0633,48,equipment,real_estate,82777824.23,0.604,2024-02-25,current,0,,,
LOAN_004702,COMP_004594,50000000.0,0.0873,48,acquisition,equipment,60544032.45,0.8258,2022-12-23,current,0,,,
LOAN_004703,COMP_003950,4116795.15,0.0632,12,working_capital,real_estate,7610864.72,0.5409,2021-01-14,paid_off,0,,,
LOAN_004704,COMP_003594,50000000.0,0.0802,36,real_estate,securities,85313812.37,0.5861,2020-06-01,paid_off,0,,,
LOAN_004705,COMP_000268,19618190.07,0.0548,12,expansion,receivables,24180297.38,0.8113,2020-02-11,paid_off,0,,,
LOAN_004706,COMP_004101,50000000.0,0.0801,48,working_capital,equipment,92157837.68,0.5425,2024-08-28,current,0,,,
LOAN_004707,COMP_003296,2918770.36,0.0699,60,real_estate,securities,5299558.42,0.5508,2022-10-16,current,0,,,
LOAN_004708,COMP_001150,50000000.0,0.0645,60,working_capital,receivables,82358518.46,0.6071,2022-01-10,current,0,,,
LOAN_004709,COMP_001743,5093506.96,0.0514,24,expansion,real_estate,8703916.16,0.5852,2021-09-11,paid_off,0,,,
LOAN_004710,COMP_000965,50000000.0,0.0692,60,equipment,real_estate,93795483.33,0.5331,2022-07-29,current,0,,,
LOAN_004711,COMP_004653,50000000.0,0.0453,36,equipment,securities,96271185.69,0.5194,2024-04-07,current,0,,,
LOAN_004712,COMP_002963,50000000.0,0.0599,12,equipment,unsecured,0.0,,2020-01-28,paid_off,0,,,
LOAN_004713,COMP_002239,3381169.11,0.0732,24,acquisition,receivables,3903943.8,0.8661,2023-09-18,paid_off,0,,,
LOAN_004714,COMP_000498,50000000.0,0.0742,24,expansion,real_estate,72453856.71,0.6901,2022-01-18,paid_off,0,,,
LOAN_004715,COMP_002820,23719921.13,0.0849,12,expansion,receivables,28137267.17,0.843,2022-08-12,default,1,62,12876270.27,10843650.86
LOAN_004716,COMP_000685,50000000.0,0.0456,24,equipment,securities,75436008.52,0.6628,2024-02-27,current,0,,,
LOAN_004717,COMP_001622,1434338.86,0.0658,12,acquisition,real_estate,1699321.59,0.8441,2024-11-04,paid_off,0,,,
LOAN_004718,COMP_003524,23599926.04,0.0709,48,equipment,real_estate,37871203.62,0.6232,2024-07-28,current,0,,,
LOAN_004719,COMP_004175,50000000.0,0.0841,36,refinancing,receivables,87894539.34,0.5689,2020-07-10,paid_off,0,,,
LOAN_004720,COMP_002324,6285168.29,0.0748,48,working_capital,real_estate,7194012.95,0.8737,2022-06-28,default,1,1440,2205234.45,4079933.84
LOAN_004721,COMP_002988,50000000.0,0.0709,12,equipment,unsecured,0.0,,2021-04-28,paid_off,0,,,
LOAN_004722,COMP_000089,50000000.0,0.0524,48,working_capital,real_estate,56799384.86,0.8803,2021-11-11,paid_off,0,,,
LOAN_004723,COMP_004125,50000000.0,0.0705,24,acquisition,receivables,85036316.04,0.588,2023-01-23,paid_off,0,,,
LOAN_004724,COMP_001508,29705975.75,0.082,36,refinancing,unsecured,0.0,,2024-12-19,current,0,,,
LOAN_004725,COMP_003010,6555919.28,0.0529,24,real_estate,unsecured,0.0,,2020-12-01,paid_off,0,,,
LOAN_004726,COMP_002184,14039009.65,0.0583,60,real_estate,securities,21642425.52,0.6487,2024-01-23,current,0,,,
LOAN_004727,COMP_004838,14959951.58,0.0721,48,equipment,unsecured,0.0,,2024-02-10,current,0,,,
LOAN_004728,COMP_002207,50000000.0,0.0635,48,refinancing,real_estate,81800106.16,0.6112,2023-08-26,current,0,,,
LOAN_004729,COMP_003098,2157376.69,0.0616,48,expansion,real_estate,3079552.97,0.7005,2024-02-15,current,0,,,
LOAN_004730,COMP_000141,50000000.0,0.06,60,acquisition,receivables,89266822.82,0.5601,2024-01-23,default,1,33,31617352.93,18382647.07
LOAN_004731,COMP_000525,50000000.0,0.0589,60,working_capital,receivables,60261818.24,0.8297,2020-07-29,paid_off,0,,,
LOAN_004732,COMP_003158,50000000.0,0.0792,12,expansion,securities,94501463.66,0.5291,2020-04-05,paid_off,0,,,
LOAN_004733,COMP_000944,50000000.0,0.0703,36,acquisition,receivables,69896906.54,0.7153,2020-11-16,paid_off,0,,,
LOAN_004734,COMP_000300,713936.62,0.0812,24,working_capital,securities,1386432.91,0.5149,2021-04-14,paid_off,0,,,
LOAN_004735,COMP_002017,50000000.0,0.0535,24,equipment,inventory,80469658.48,0.6214,2020-01-10,paid_off,0,,,
LOAN_004736,COMP_000783,28499730.08,0.0722,36,refinancing,inventory,51145646.71,0.5572,2021-01-23,paid_off,0,,,
LOAN_004737,COMP_003201,50000000.0,0.072,12,refinancing,securities,77075393.17,0.6487,2022-07-26,paid_off,0,,,
LOAN_004738,COMP_003495,48557717.04,0.067,48,working_capital,securities,84776957.99,0.5728,2021-06-16,paid_off,0,,,
LOAN_004739,COMP_004070,50000000.0,0.0693,12,real_estate,securities,65939564.45,0.7583,2022-08-25,paid_off,0,,,
LOAN_004740,COMP_000494,50000000.0,0.0781,12,working_capital,receivables,87846720.62,0.5692,2021-02-08,paid_off,0,,,
LOAN_004741,COMP_003899,50000000.0,0.0699,48,expansion,securities,68543780.56,0.7295,2020-03-21,paid_off,0,,,
LOAN_004742,COMP_003239,5018006.36,0.0848,24,real_estate,unsecured,0.0,,2022-10-27,paid_off,0,,,
LOAN_004743,COMP_001691,50000000.0,0.0574,48,equipment,unsecured,0.0,,2024-08-07,default,1,414,41721977.86,8278022.14
LOAN_004744,COMP_004070,27097215.18,0.0832,36,equipment,real_estate,41136617.69,0.6587,2020-08-14,paid_off,0,,,
LOAN_004745,COMP_002443,26904394.58,0.0826,12,refinancing,securities,45983686.92,0.5851,2022-06-08,paid_off,0,,,
LOAN_004746,COMP_001299,2366685.25,0.0769,60,expansion,securities,4039343.77,0.5859,2021-04-06,current,0,,,
LOAN_004747,COMP_000824,50000000.0,0.0469,12,equipment,unsecured,0.0,,2022-03-08,paid_off,0,,,
LOAN_004748,COMP_004436,40217035.88,0.0819,48,working_capital,equipment,50988576.12,0.7887,2024-11-14,current,0,,,
LOAN_004749,COMP_003484,24792336.93,0.0947,12,equipment,inventory,42505522.44,0.5833,2022-03-25,paid_off,0,,,
LOAN_004750,COMP_002786,3476332.75,0.0747,48,acquisition,receivables,4964596.07,0.7002,2021-11-26,paid_off,0,,,
LOAN_004751,COMP_000299,50000000.0,0.0581,36,real_estate,receivables,61012521.27,0.8195,2022-02-12,paid_off,0,,,
LOAN_004752,COMP_002322,50000000.0,0.0592,24,working_capital,securities,60706331.47,0.8236,2020-01-23,paid_off,0,,,
LOAN_004753,COMP_003937,50000000.0,0.0744,36,real_estate,unsecured,0.0,,2022-06-14,paid_off,0,,,
LOAN_004754,COMP_001296,2772367.82,0.0682,60,expansion,unsecured,0.0,,2023-11-28,current,0,,,
LOAN_004755,COMP_001376,50000000.0,0.086,60,equipment,inventory,79054097.09,0.6325,2023-05-02,current,0,,,
LOAN_004756,COMP_002616,21851325.96,0.0718,48,acquisition,real_estate,40661399.47,0.5374,2024-11-02,current,0,,,
LOAN_004757,COMP_001925,2531331.26,0.0537,48,acquisition,receivables,3925179.82,0.6449,2023-01-25,current,0,,,
LOAN_004758,COMP_001217,13745600.2,0.0657,12,expansion,inventory,17579051.99,0.7819,2022-07-28,default,1,10,5563513.22,8182086.98
LOAN_004759,COMP_002884,27462371.38,0.0617,12,real_estate,securities,44854358.0,0.6123,2020-03-31,paid_off,0,,,
LOAN_004760,COMP_001828,30243945.29,0.0833,48,refinancing,receivables,47162351.03,0.6413,2020-05-08,default,1,80,14243427.24,16000518.05
LOAN_004761,COMP_002455,50000000.0,0.0624,60,refinancing,inventory,63057895.85,0.7929,2021-03-17,current,0,,,
LOAN_004762,COMP_004334,38928346.77,0.0764,48,working_capital,unsecured,0.0,,2023-04-13,current,0,,,
LOAN_004763,COMP_004166,48167581.73,0.0672,48,refinancing,inventory,62442643.35,0.7714,2023-03-01,default,1,277,19751334.03,28416247.7
LOAN_004764,COMP_002630,38794684.17,0.0603,48,equipment,equipment,47588768.89,0.8152,2020-06-01,paid_off,0,,,
LOAN_004765,COMP_002471,21947898.76,0.0711,60,working_capital,receivables,27680481.05,0.7929,2024-07-18,current,0,,,
LOAN_004766,COMP_002967,50000000.0,0.0706,60,real_estate,receivables,60958651.87,0.8202,2022-10-24,current,0,,,
LOAN_004767,COMP_000904,50000000.0,0.0767,24,expansion,unsecured,0.0,,2022-04-16,paid_off,0,,,
LOAN_004768,COMP_002417,34269291.52,0.0767,12,acquisition,inventory,52624455.68,0.6512,2022-10-30,default,1,85,19654263.76,14615027.76
LOAN_004769,COMP_002119,37432096.83,0.0575,48,acquisition,equipment,46218778.69,0.8099,2024-05-21,current,0,,,
LOAN_004770,COMP_003493,43562841.32,0.0866,24,acquisition,real_estate,63699033.67,0.6839,2022-04-10,paid_off,0,,,
LOAN_004771,COMP_000303,50000000.0,0.0692,60,equipment,unsecured,0.0,,2021-12-07,current,0,,,
LOAN_004772,COMP_002170,8010650.12,0.0605,24,real_estate,unsecured,0.0,,2022-10-19,paid_off,0,,,
LOAN_004773,COMP_004753,50000000.0,0.0558,36,expansion,real_estate,96606542.54,0.5176,2024-07-29,current,0,,,
LOAN_004774,COMP_004489,50000000.0,0.0752,48,refinancing,inventory,76453172.02,0.654,2023-07-16,current,0,,,
LOAN_004775,COMP_004486,50000000.0,0.0563,48,equipment,inventory,70402978.43,0.7102,2023-09-27,current,0,,,
LOAN_004776,COMP_004974,50000000.0,0.0564,36,working_capital,unsecured,0.0,,2020-10-05,default,1,107,31877693.83,18122306.17
LOAN_004777,COMP_001482,1136758.89,0.0657,60,acquisition,real_estate,1713062.53,0.6636,2023-01-04,current,0,,,
LOAN_004778,COMP_000717,50000000.0,0.073,12,refinancing,real_estate,71942642.16,0.695,2024-09-28,paid_off,0,,,
LOAN_004779,COMP_003844,50000000.0,0.075,36,real_estate,receivables,67657706.91,0.739,2024-10-25,current,0,,,
LOAN_004780,COMP_002176,29143687.38,0.0558,48,equipment,securities,57842448.07,0.5038,2022-10-22,current,0,,,
LOAN_004781,COMP_003142,11150067.3,0.0525,36,refinancing,unsecured,0.0,,2024-03-23,current,0,,,
LOAN_004782,COMP_004934,45462356.68,0.0783,24,equipment,equipment,66692043.31,0.6817,2024-07-07,restructured,0,,,
LOAN_004783,COMP_000479,15779861.47,0.0783,60,acquisition,real_estate,22902197.66,0.689,2021-09-03,current,0,,,
LOAN_004784,COMP_002845,50000000.0,0.0653,12,expansion,real_estate,56816807.95,0.88,2021-11-05,paid_off,0,,,
LOAN_004785,COMP_001703,2550644.78,0.0786,36,working_capital,unsecured,0.0,,2020-04-15,paid_off,0,,,
LOAN_004786,COMP_003829,41720920.27,0.0918,48,equipment,securities,67050617.22,0.6222,2021-08-18,paid_off,0,,,
LOAN_004787,COMP_004620,50000000.0,0.0568,12,refinancing,real_estate,87141907.77,0.5738,2022-09-06,default,1,45,18078788.72,31921211.28
