company_id,company_name,industry,years_in_business,employee_count,annual_revenue,net_income,total_assets,total_liabilities,current_ratio,quick_ratio,debt_to_equity,interest_coverage_ratio,region,country
COMP_002176,Black and Sons,healthcare,25,7857,837855919.62,142745704.71,628882205.84,173849539.87,3.8053,2.6228,0.3821,15.4011,Asia Pacific,Hong Kong
COMP_002177,Gallegos-Hayes,energy,41,3701,2828797080.12,83417810.04,2039775186.0,707603810.1,2.1847,1.579,0.5312,2.6874,Europe,Switzerland
COMP_002178,"Mason, White and Richards",manufacturing,46,8626,1289335001.02,129153875.95,742626211.99,350282513.42,3.8529,2.0994,0.8928,6.9581,Latin America,Brazil
COMP_002179,WallSafe PLC,retail,23,2236,347686985.61,31123580.94,660231282.94,267423253.84,3.1197,2.4482,0.6808,4.7153,North America,Canada
COMP_002180,Long LLC,healthcare,42,4890,515091479.38,32876901.5,262077888.98,113852075.34,1.6246,1.1122,0.7681,9.4553,Asia Pacific,Japan
COMP_002181,LittleAgo and Sons,hospitality,33,301,61756824.66,8449690.36,52596575.31,13774043.52,2.645,2.1296,0.3548,9.0501,Asia Pacific,Singapore
COMP_002182,Chavez & Mosley and Sons,professional_services,24,136,21658115.45,3293770.13,26710637.33,9006144.89,3.6887,1.9763,0.5087,12.324,Latin America,Brazil
COMP_002183,Khan & Davis LLC,technology,47,92,17561487.93,510162.93,17145956.48,8695850.08,2.0298,1.2839,1.0291,1.7396,Latin America,Chile
COMP_002184,Holt & Meadows and Sons,technology,44,904,152669254.22,8428840.21,142976558.07,65769803.56,2.4157,1.7798,0.8519,4.3349,Asia Pacific,Singapore
COMP_002185,Higgins Inc,technology,7,1197,326928232.48,11882255.03,218362745.19,82262089.92,1.7955,1.4853,0.6044,3.8926,North America,Canada
COMP_002186,Wilson Group,hospitality,48,1066,187722658.87,25588045.05,125255994.71,53555421.6,2.6146,1.5257,0.7469,7.5661,Latin America,Brazil
COMP_002187,Walters Inc,manufacturing,20,2213,1743696919.7,144536814.62,1603264310.73,391550283.76,3.3232,2.6878,0.3231,9.5865,North America,United States
COMP_002188,"Zimmerman, Acosta and Hester",financial_services,15,38036,3832663234.91,255794253.15,2694065079.33,1327220592.8,1.5891,0.8059,0.971,4.0698,North America,Canada
COMP_002189,Salazar & Moore PLC,energy,18,18217,7895051065.37,675243938.32,7301923783.76,3096211687.76,2.4033,1.3888,0.7362,7.2753,Latin America,Brazil
COMP_002190,Williams-Jackson,transportation,50,2967,668335054.44,50165091.55,604100629.17,145791726.56,1.4043,0.7232,0.3181,9.5286,North America,Canada
COMP_002191,Rogers Ltd,transportation,7,2393,267683988.99,11066071.89,432992341.77,205428938.21,2.2547,1.1666,0.9027,2.4185,Europe,Switzerland
COMP_002192,Huffman and Sons,energy,5,48770,9076590555.52,601775011.27,7913091739.41,5082109333.54,2.7545,2.3135,1.7952,3.7477,Asia Pacific,Singapore
COMP_002193,Melton and Sons,professional_services,36,250,67237865.03,5616534.28,85051856.04,22668635.93,1.4419,0.9464,0.3634,6.3896,Asia Pacific,Singapore
COMP_002194,Hammond Inc,manufacturing,11,3502,1125276855.65,142212321.8,1265376261.84,647475302.01,1.5755,1.1307,1.0479,5.514,Europe,Netherlands
COMP_002195,Barnes LLC,financial_services,24,3543,563837451.38,17186989.24,294503922.59,149617243.98,3.5325,3.0568,1.0327,4.4987,Latin America,Chile
COMP_002196,Cross & Woodward LLC,financial_services,8,18996,2240807163.59,212012829.01,2567364104.01,1413799454.4,0.9118,0.487,1.2256,4.6448,North America,United States
COMP_002197,Sims Inc,energy,25,7272,4630564798.46,802015862.93,3056857297.94,873541802.73,1.9088,1.3256,0.4001,16.8946,Europe,France
COMP_002198,WayCatch and Sons,retail,17,470,432552677.54,14893874.09,676017183.54,350131447.97,2.4278,1.3215,1.0744,1.7255,North America,Canada
COMP_002199,AboutPrevent LLC,healthcare,45,2594,548914979.09,73446984.21,746966842.52,331337971.07,2.3125,1.6995,0.7972,8.2863,North America,Canada
COMP_002200,Ellis Group,technology,25,657,190819873.94,18071541.52,202167905.58,101409246.73,2.3521,1.3761,1.0065,6.5739,Asia Pacific,Hong Kong
COMP_002201,"Aguirre, Franklin and Snyder",manufacturing,49,17038,1953832653.74,93363356.94,1969225332.98,1088094157.0,2.755,2.2487,1.2349,2.5337,Europe,Germany
COMP_002202,DirectorPer Ltd,financial_services,17,2552,562495760.7,64362286.98,410300322.72,235865596.27,2.4543,1.2308,1.3522,4.4367,North America,United States
COMP_002203,Alvarez Group,healthcare,12,1320,425435686.17,55774155.21,384390216.86,155053959.91,0.9552,0.6248,0.6761,9.6999,Latin America,Mexico
COMP_002204,Miller-Greene,hospitality,3,37,9362910.36,524987.31,4958670.97,2592588.13,1.0374,0.8658,1.0957,7.1437,Latin America,Chile
COMP_002205,Khan LLC,healthcare,11,4740,741204600.16,46779646.7,677364854.22,302301830.23,1.6717,0.8769,0.806,4.1538,Latin America,Mexico
COMP_002206,"Fuller, Wilkins and Clark",professional_services,34,853,91848616.94,10671611.13,72714036.7,29475699.13,2.3765,2.042,0.6817,9.6777,North America,United States
COMP_002207,Lopez Inc,transportation,1,2378,287236956.25,27782251.74,246180525.36,197498556.15,2.5207,1.4841,4.0569,3.6335,Asia Pacific,Australia
COMP_002208,Delgado & Johnson Inc,transportation,34,5626,859758260.03,34484123.95,453132524.83,119465217.7,1.3449,1.0509,0.358,6.4634,North America,Canada
COMP_002209,RegionParticipant PLC,healthcare,18,2067,295757139.31,19644601.45,470055276.9,271928970.23,2.0125,1.6899,1.3725,2.3242,Europe,Germany
COMP_002210,FireGlass Inc,professional_services,47,687,91121631.08,7974646.93,58712598.18,20524856.48,3.7288,2.2056,0.5375,5.8927,North America,United States
COMP_002211,Williams Group,retail,1,2821,377473027.99,41457059.75,230771987.0,115581476.39,2.3633,1.7353,1.0034,10.2463,Asia Pacific,Australia
COMP_002212,Chaney & Martin LLC,professional_services,31,447,80588224.3,10075521.71,68033176.03,18587004.6,2.3397,2.0697,0.3759,8.4852,Europe,France
COMP_002213,"Guerrero, Graves and Armstrong",retail,48,75,10967264.69,1652095.89,6324744.87,3229763.88,2.1157,1.3368,1.0435,9.2456,Europe,Netherlands
COMP_002214,Hart Group,hospitality,30,869,192599261.06,24566017.01,216121553.2,57280226.16,3.6866,2.1993,0.3606,8.4071,Latin America,Chile
COMP_002215,Curry LLC,construction,1,811,364702141.07,20182635.38,272405132.22,109451991.2,2.7608,2.2912,0.6717,4.3211,North America,Canada
COMP_002216,WordAlso Inc,construction,45,298,155851792.22,23469542.02,116660917.2,35016121.24,3.548,2.8385,0.4289,14.4578,Latin America,Brazil
COMP_002217,Mack & Morris Group,energy,24,38007,8302476915.35,828716959.37,4689518859.36,1471798366.99,3.0916,1.8556,0.4574,16.4558,North America,Canada
COMP_002218,Wilkins Group,energy,21,19961,2851135924.23,124532875.04,1628637487.2,728820249.82,1.9817,1.4832,0.81,5.6113,North America,United States
COMP_002219,Bridges & Brown Group,technology,6,4159,436504165.94,50734862.11,384179465.06,193396004.84,2.9009,1.9838,1.0137,5.631,North America,United States
COMP_002220,Taylor & Neal LLC,technology,4,303,57177614.82,5405790.83,42859796.11,17087745.58,2.6291,1.8728,0.663,8.1957,North America,Canada
COMP_002221,GirlNew Group,retail,5,3067,352435616.78,8874072.9,235276145.31,132427327.52,2.0278,1.735,1.2876,2.0282,Europe,Netherlands
COMP_002222,Warren Ltd,energy,47,15854,5429949842.62,485234357.27,3854137221.05,1080940817.27,1.2454,1.1165,0.3898,8.9792,North America,Canada
COMP_002223,DeterminePopulation Inc,hospitality,47,54,20210359.57,3587575.08,11662596.6,3252704.72,2.1394,1.6157,0.3868,19.0596,North America,United States
COMP_002224,Rodriguez & Blair Ltd,healthcare,45,851,245684359.12,29957634.11,174080510.89,65374087.19,1.5813,1.3682,0.6014,8.404,Latin America,Mexico
COMP_002225,Rice Inc,manufacturing,15,285,34684032.19,4639405.14,23128273.9,12181341.2,2.9586,2.2587,1.1128,5.6846,Europe,Netherlands
COMP_002226,Ramsey-Jacobs,manufacturing,25,2512,942848251.27,153248570.92,1095571312.87,467387675.87,2.7703,2.0773,0.744,8.2651,Europe,France
COMP_002227,French Ltd,financial_services,17,3051,1513313651.19,102073617.8,1181949197.32,614000732.0,1.6896,1.4678,1.0811,3.8103,Latin America,Chile
COMP_002228,FieldLate PLC,healthcare,20,1060,600365696.88,87756638.64,719997382.74,183474266.46,1.7765,1.3181,0.342,9.4714,Latin America,Mexico
COMP_002229,Abbott LLC,energy,45,15970,3007516186.7,235321063.16,1988806833.53,974824144.48,1.1995,0.907,0.9614,6.0389,Latin America,Chile
COMP_002230,"Andrews, Hanson and Ho",manufacturing,23,1582,606839031.9,69198982.18,396072018.43,97061268.03,3.127,2.7575,0.3246,10.1644,North America,Canada
COMP_002231,Mendez & Crawford Ltd,construction,47,1944,372880633.37,10257209.16,518876132.7,178327496.05,1.8893,1.3491,0.5236,2.9451,Asia Pacific,Hong Kong
COMP_002232,ProjectModern Group,transportation,37,431,57661407.62,3143019.34,33027367.44,18249558.58,3.4788,2.1789,1.2349,4.6659,Europe,France
COMP_002233,Stephenson and Sons,healthcare,5,4098,903380520.22,23066647.72,597032136.57,456467584.31,3.1379,2.1414,3.2474,2.246,Europe,France
COMP_002234,Erickson & Krause Inc,construction,7,1955,426870617.82,13419408.26,407649220.41,225666071.58,2.6593,1.5002,1.24,2.5905,North America,Canada
COMP_002235,Wilson & Marshall Inc,technology,48,3226,334234536.93,57436983.19,215755171.27,91689837.72,1.5151,0.9107,0.739,10.9798,Latin America,Brazil
COMP_002236,Mclaughlin & Clark PLC,healthcare,3,3513,595255462.26,69332809.24,390477946.4,226436720.4,1.3021,0.7405,1.3804,6.967,Asia Pacific,Singapore
COMP_002237,Duarte & Gutierrez LLC,manufacturing,1,12744,1785681971.3,119119991.82,3502193889.44,2260001605.21,2.6988,1.9436,1.8194,2.4169,North America,Canada
COMP_002238,Bailey Ltd,transportation,40,352,193476877.73,25716401.59,117754806.02,36149429.74,2.1713,1.1432,0.443,12.7096,Asia Pacific,Singapore
COMP_002239,Lewis Ltd,technology,24,116,40405611.93,6548145.11,73660064.68,20384944.41,1.9082,1.3646,0.3826,8.3574,Latin America,Brazil
COMP_002240,Harris & Campbell Inc,technology,14,846,120515574.78,9681637.8,60437625.65,19675327.47,1.6085,0.8289,0.4827,8.3241,North America,United States
COMP_002241,Evans-Pierce,financial_services,13,35141,3974945610.71,629696431.39,3989543174.5,1432132216.25,1.2576,0.8475,0.56,8.6358,North America,United States
COMP_002242,SpeakAccording Inc,retail,8,168,19265792.83,1384612.37,10415191.84,5096459.13,1.8459,1.3351,0.9582,5.0172,Europe,Germany
COMP_002243,RichGoal LLC,energy,18,47370,5848928009.08,938227412.38,9806785734.99,2533454846.86,1.2943,0.8495,0.3483,7.0771,Asia Pacific,Singapore
COMP_002244,Foster & Carroll Inc,hospitality,2,205,199092065.72,5515622.64,124955614.98,48991652.06,1.7468,0.9731,0.6449,2.5891,Europe,Switzerland
COMP_002245,Collier & Lee LLC,financial_services,7,32430,4279923508.25,142708348.6,8406730444.99,5589478226.54,2.4744,2.1916,1.984,1.5359,Latin America,Brazil
COMP_002246,Nielsen & Mendoza Group,healthcare,22,2896,523838460.6,80926406.57,335251802.99,120420072.49,3.0367,2.3641,0.5605,19.4498,North America,Canada
COMP_002247,SubjectAlso Ltd,transportation,42,187,73004500.19,6820691.49,76345294.26,26869670.37,1.8151,0.9491,0.5431,4.9922,Latin America,Mexico
COMP_002248,Taylor & Moore Group,retail,39,2149,416024010.16,33616676.67,251012680.56,67226386.3,3.6559,2.9631,0.3658,7.9853,Latin America,Brazil
COMP_002249,"Huang, Ford and Olsen",construction,3,2219,301494361.55,12636619.44,152673838.09,71454460.18,2.1868,1.9413,0.8798,6.8694,Asia Pacific,Japan
COMP_002250,WithoutSituation Inc,healthcare,35,1147,119358332.07,10904047.61,70255870.61,35960791.26,1.9252,1.6565,1.0486,8.9906,Europe,France
COMP_002251,Conley LLC,financial_services,43,3059,478347851.27,66017090.42,343052701.79,102207384.48,1.9723,1.6121,0.4244,12.0798,Latin America,Mexico
COMP_002252,OtherShare Ltd,healthcare,44,4531,910078685.34,48584767.28,775314040.68,333053630.1,2.608,1.3231,0.7531,4.1547,Latin America,Brazil
COMP_002253,Stewart PLC,energy,50,54888,6708542616.23,1069376599.4,10224568316.42,5716990810.71,1.0416,0.7583,1.2683,3.4497,Latin America,Brazil
COMP_002254,Smith & Ray LLC,energy,43,76694,8301403653.2,1401485931.47,11041595195.0,3060856362.08,1.6266,1.0598,0.3835,9.2748,North America,United States
COMP_002255,Jones-Hernandez,financial_services,30,31571,4396104712.41,402196022.6,2709463607.9,762902330.52,2.4917,1.8217,0.3919,10.493,Europe,United Kingdom
COMP_002256,ThoughAllow LLC,financial_services,25,5572,2863144036.72,471819228.24,1777566034.64,851924022.63,3.1293,2.2809,0.9204,9.1656,Europe,Netherlands
COMP_002257,Sims-Kirby,construction,4,1467,261135944.12,31851950.94,146339642.51,63614773.61,2.0627,1.4321,0.769,9.7841,Asia Pacific,Australia
COMP_002258,"Obrien, Lopez and Wilson",hospitality,42,453,86655054.65,3497960.27,52219073.82,16847171.09,1.7117,1.2498,0.4763,5.0667,North America,United States
COMP_002259,StaySociety LLC,professional_services,19,291,32036185.49,3780721.59,16259325.06,8531044.4,3.6928,2.8117,1.1039,10.7898,Latin America,Chile
COMP_002260,SeasonToward LLC,financial_services,18,15005,2178633844.68,86788395.5,1120398952.94,452459924.52,2.6408,2.1954,0.6774,3.7089,Asia Pacific,Singapore
COMP_002261,Mckinney LLC,transportation,23,4378,776140859.17,138920095.01,1169436755.99,426984448.29,3.7189,2.9508,0.5751,8.6919,Europe,Switzerland
COMP_002262,Gutierrez Group,transportation,39,2877,605904196.7,81088565.73,446025303.83,168304015.72,2.488,1.5567,0.606,9.5907,Latin America,Mexico
COMP_002263,Wiley LLC,construction,31,3069,446799028.53,47402977.76,224072151.76,69414387.88,1.9168,0.9883,0.4488,10.5554,North America,Canada
COMP_002264,Hayes & Sampson and Sons,transportation,30,2500,448946214.24,77819906.77,700516181.31,374626161.01,2.8613,1.6519,1.1495,4.3603,North America,Canada
COMP_002265,NetworkFive and Sons,construction,38,2928,305509341.47,14801519.02,388628883.19,182250972.37,2.473,1.516,0.8831,2.8179,Asia Pacific,Australia
COMP_002266,BrotherHouse Inc,technology,47,992,316022468.99,16817698.1,501227119.67,280635562.17,1.4354,1.1893,1.2722,1.7814,Europe,Netherlands
COMP_002267,StarDefense Inc,healthcare,19,2154,593738676.49,70761048.33,809114684.37,356746151.67,1.1796,0.6557,0.7886,6.3567,Latin America,Brazil
COMP_002268,Hunter-Lloyd,technology,38,1652,351614252.77,21769142.16,339591901.45,121508095.71,3.0273,2.7085,0.5572,6.7749,North America,United States
COMP_002269,Stein and Sons,financial_services,5,9431,1194793007.19,48704188.67,609102683.58,272150940.74,3.0674,1.9759,0.8077,5.0828,Latin America,Brazil
COMP_002270,Peterson Group,hospitality,37,130,102960391.73,6474964.9,68915558.74,18596037.47,2.8557,1.9734,0.3696,6.3407,Latin America,Mexico
COMP_002271,SignificantTv PLC,healthcare,10,518,108703678.79,4560314.18,150114021.77,103784303.51,2.5622,1.9537,2.2401,1.659,Asia Pacific,Singapore
COMP_002272,Rowe-Thomas,retail,43,1422,193486641.17,4775611.99,218627776.19,78336383.85,3.3603,2.1373,0.5584,2.1573,Latin America,Brazil
COMP_002273,Wiggins & Short PLC,technology,32,2130,244345867.24,24863014.74,147887590.11,64157902.34,2.9624,2.5748,0.7663,10.5522,Latin America,Mexico
COMP_002274,Rhodes & Anderson Ltd,professional_services,47,287,65396313.82,7696789.06,73127382.84,36820645.18,1.1411,0.8077,1.0142,4.3601,Latin America,Chile
COMP_002275,Johnson Group,construction,37,2435,475512871.03,12700964.45,247608919.58,73986461.76,1.2175,0.825,0.4261,3.2872,Latin America,Brazil
COMP_002276,SellTreatment PLC,construction,42,2610,302322277.94,51519937.86,253341093.0,135197961.46,1.232,0.7839,1.1444,11.583,Europe,Switzerland
COMP_002277,Wilson & Collins Inc,financial_services,40,28998,3720533641.72,108541649.81,3222258217.12,1263767921.26,1.5079,0.823,0.6453,3.0253,Europe,Germany
COMP_002278,Mcdaniel & Wheeler Inc,professional_services,48,440,50873472.92,6262022.08,28928075.26,13798762.37,1.4906,1.2938,0.9121,7.6055,North America,United States
COMP_002279,GoalManage Inc,technology,31,1587,317417911.66,11828956.42,417652679.62,156088903.45,3.5165,3.0209,0.5968,2.946,Europe,Netherlands
COMP_002280,Garcia Ltd,manufacturing,30,1421,151155110.11,22006218.07,155296113.19,68103807.38,1.9671,1.5621,0.7811,6.6696,Europe,Switzerland
COMP_002281,Reese Inc,construction,13,1281,130923832.52,5494876.96,85045610.81,40564712.79,2.7797,2.2155,0.912,2.929,Europe,Netherlands
COMP_002282,"Blake, Fowler and Clark",financial_services,17,15246,1815646935.09,153322064.66,1608718513.17,693558260.97,1.8987,1.5118,0.7579,6.0409,Latin America,Chile
COMP_002283,Lee LLC,financial_services,29,7708,2367741841.48,114311055.88,1642621666.07,876143314.68,3.8981,2.2248,1.1431,3.4405,Latin America,Chile
COMP_002284,"Flores, Alexander and Wilson",hospitality,35,17,10084100.35,652400.06,8676149.9,4332420.9,3.0394,1.8511,0.9974,4.2677,North America,Canada
COMP_002285,Moore Inc,manufacturing,35,956,288647954.13,20720629.71,262806626.74,68228529.56,2.7524,1.9406,0.3506,4.9801,North America,Canada
COMP_002286,Smith & Dean PLC,technology,1,784,139130339.59,7348109.47,77357804.35,30106034.44,1.9641,1.3154,0.6371,6.314,Latin America,Chile
COMP_002287,Garcia & Daniels PLC,healthcare,45,5048,971675027.45,150546932.63,664668103.59,239918362.74,3.8984,3.4609,0.5648,11.6076,North America,United States
COMP_002288,Flores and Sons,healthcare,12,2719,334690272.07,41395521.61,167759245.47,56917001.85,2.7215,1.6201,0.5135,16.0226,North America,Canada
COMP_002289,"Brock, Andrews and Jackson",professional_services,39,350,48463085.28,1810270.0,34004236.27,15570278.74,2.6306,1.8649,0.8447,4.9387,Latin America,Brazil
COMP_002290,ForeignPosition LLC,transportation,7,617,204136735.61,12993248.08,365107287.0,188450803.68,1.1355,0.9988,1.0668,2.2013,Asia Pacific,Australia
COMP_002291,Fernandez Inc,transportation,39,5739,614672270.37,51123465.47,396797790.94,177526278.68,1.8799,1.0025,0.8096,10.0003,North America,United States
COMP_002292,Johnson Ltd,technology,44,985,141060924.54,13705643.89,81875876.94,32655038.38,3.1476,1.6091,0.6634,11.7577,Europe,France
COMP_002293,Rodriguez Inc,manufacturing,44,3856,421915231.09,60319443.39,292981103.37,136255385.16,2.8068,1.4402,0.8694,15.538,Latin America,Mexico
COMP_002294,Miller & Myers Ltd,financial_services,42,9789,2587697415.95,248085484.0,1681165601.26,760484632.61,3.72,2.8123,0.826,5.4128,Latin America,Chile
COMP_002295,Carlson & Watkins Ltd,energy,10,211,104782701.65,7320656.09,69058567.6,37720620.93,2.7972,2.1471,1.2037,5.9813,Latin America,Mexico
COMP_002296,"Griffin, Kelly and Cook",transportation,19,142,17587392.32,521223.38,10406631.44,4880902.51,2.0638,1.7752,0.8833,2.2341,Europe,Netherlands
COMP_002297,Gonzalez Ltd,professional_services,50,121,22297346.51,3259991.52,15792582.76,5707163.98,1.3695,1.0551,0.5659,12.8633,Asia Pacific,Singapore
COMP_002298,Lamb & Miller Group,transportation,20,261,46354148.88,5441931.76,81374503.98,28986772.49,1.8931,1.4945,0.5533,4.1954,Asia Pacific,Japan
COMP_002299,OutCatch Inc,energy,33,2974,1124856253.6,97322303.63,1216242007.72,309463637.11,2.0567,1.2385,0.3413,7.784,Latin America,Brazil
COMP_002300,TaxSuffer Ltd,retail,21,1649,170752603.37,7969999.43,146939843.19,63062464.1,1.3179,0.7204,0.7518,2.7799,Asia Pacific,Japan
COMP_002301,Davis-Collins,construction,44,3395,402279911.39,36281375.16,317376120.16,132424857.18,3.887,2.4434,0.716,7.5295,Europe,France
COMP_002302,Newman & Miranda Group,healthcare,33,5146,574188400.15,73437156.0,992593284.82,447565734.06,3.1084,1.8011,0.8212,4.9252,North America,United States
COMP_002303,Meza and Sons,construction,17,1462,258770524.35,11838942.7,181682666.48,106139962.1,2.8337,1.569,1.405,3.3188,Europe,Switzerland
COMP_002304,Callahan PLC,hospitality,7,222,59404275.82,6330807.09,83508096.31,28830067.39,2.7284,1.6719,0.5273,3.6964,Asia Pacific,Hong Kong
COMP_002305,Scott LLC,financial_services,12,15656,4659451059.97,464732935.48,2448202514.17,1606093599.68,2.1947,1.5781,1.9072,7.7816,Europe,United Kingdom
COMP_002306,White-Stark,transportation,12,2650,403044890.82,35576665.27,309319997.19,185137333.77,1.8374,1.0246,1.4908,3.5559,Latin America,Mexico
COMP_002307,Rivera LLC,professional_services,35,32,9165730.3,970274.27,4796143.85,1658533.99,1.8373,1.2955,0.5286,8.9905,North America,United States
COMP_002308,LongMethod Inc,professional_services,9,449,61898118.35,6907109.85,45119621.4,26544037.99,1.4399,1.2929,1.429,4.5073,Latin America,Brazil
COMP_002309,Jones & Rodriguez Group,healthcare,45,627,118269201.51,13565783.48,134894731.38,71043664.63,2.5156,1.2852,1.1126,5.9819,Asia Pacific,Singapore
COMP_002310,Murray & Jackson LLC,construction,47,1285,175885455.69,25851382.15,171728093.93,47744720.9,3.5771,3.1924,0.3851,11.8475,Europe,Germany
COMP_002311,"Andrews, Romero and Sullivan",technology,30,1870,254198557.42,7219942.63,225287749.07,98282347.87,2.5228,2.1357,0.7738,1.778,North America,United States
COMP_002312,Klein & Rodriguez PLC,financial_services,16,25499,4372370398.18,255870390.32,5333656750.17,2234148300.28,2.8339,2.3334,0.7208,2.5995,Latin America,Brazil
COMP_002313,"Jones, Turner and Murray",financial_services,20,18018,2472797435.9,235471267.77,1365050158.03,510362685.44,3.5041,2.8731,0.5971,14.1364,Europe,Switzerland
COMP_002314,PerformanceJob and Sons,hospitality,12,929,140749494.44,13538357.4,114207171.11,66147162.29,1.0673,0.7023,1.3763,7.12,Asia Pacific,Singapore
COMP_002315,Oliver & Kelley Group,hospitality,26,447,198570550.96,16435009.5,192701049.07,66357205.11,3.4235,1.8212,0.5252,4.1035,Europe,France
COMP_002316,Reyes & Peterson Ltd,hospitality,46,158,27166334.86,2941732.1,23639613.64,5987468.74,3.6864,3.0733,0.3392,9.0538,Asia Pacific,Australia
COMP_002317,Garza & Mueller Group,hospitality,19,452,55671573.58,5148382.11,100489294.57,29800086.14,1.7137,1.316,0.4216,3.267,Latin America,Brazil
COMP_002318,"Cobb, Stephens and Young",retail,48,1056,198498885.65,9698132.4,377980894.28,195638163.84,3.7417,2.6535,1.0729,1.4781,Latin America,Chile
COMP_002319,"Caldwell, Stevenson and Joseph",manufacturing,28,1992,849438075.29,145576364.02,546742311.52,267299424.57,1.5724,0.8768,0.9565,11.2006,North America,United States
COMP_002320,ThinkMessage Inc,transportation,36,2809,416910864.51,24736774.3,461717590.82,254121865.31,3.7758,1.8989,1.2241,3.5044,Europe,France
COMP_002321,Vargas Group,energy,31,67420,9080729475.44,561770139.77,4945766259.98,1461547933.98,3.7686,2.0788,0.4195,6.6101,Latin America,Chile
COMP_002322,GasOne Inc,technology,17,904,357302289.59,25652047.56,353945004.8,134718471.85,2.6165,1.5367,0.6145,3.5808,Europe,Germany
COMP_002323,Short & Thompson Group,transportation,2,3935,611826161.95,31135364.08,821435562.95,382889367.36,2.5536,2.2686,0.8731,2.6818,Latin America,Chile
COMP_002324,George Ltd,professional_services,29,253,31282585.43,5105636.95,15842524.65,7093593.17,1.8785,1.0174,0.8108,14.3931,North America,Canada
COMP_002325,TeachPick Group,financial_services,26,23216,4120714017.26,657803686.38,3461760647.79,1415326639.51,3.4464,3.0832,0.6916,10.898,Asia Pacific,Singapore
COMP_002326,Snyder-Keller,construction,32,2776,477754953.19,67073589.88,589207251.47,275593536.54,2.8235,1.4914,0.8788,4.6873,Asia Pacific,Singapore
COMP_002327,Davis and Sons,technology,1,1969,410777942.99,35603972.9,361963245.23,155757626.91,2.3246,1.4057,0.7554,6.1447,Asia Pacific,Australia
COMP_002328,Clay Ltd,transportation,27,64,11549454.14,320481.11,8665960.92,2975630.17,1.2092,0.6669,0.5229,2.524,Europe,Switzerland
COMP_002329,Pacheco and Sons,retail,47,2876,318927882.35,54686660.38,255510534.91,132223239.06,2.1151,1.5181,1.0725,10.7271,North America,Canada
COMP_002330,"Hernandez, Schmidt and Price",technology,35,31,26516555.34,3423041.59,13810931.49,4932050.77,1.6648,1.1367,0.5555,10.5339,Latin America,Mexico
COMP_002331,ParticipantLikely and Sons,transportation,11,2451,265031148.13,23382127.62,222488844.3,152451562.24,3.3053,2.1363,2.1767,4.0222,Latin America,Chile
COMP_002332,Harris LLC,energy,32,1416,642270768.46,49543321.88,632847943.38,267323551.09,3.8321,1.955,0.7313,5.0909,Europe,Netherlands
COMP_002333,FirmOver Ltd,transportation,8,1324,607757498.42,34450879.77,580572309.47,396111778.52,2.9654,2.5473,2.1474,2.5503,Europe,France
COMP_002334,Torres & Harding Group,manufacturing,4,12198,1376313927.85,172604963.91,747456373.84,510206825.4,2.3527,1.6475,2.1505,5.7511,Asia Pacific,Japan
COMP_002335,SeriousWhole LLC,healthcare,20,793,118915199.88,18292486.8,112037096.51,37479410.09,1.8861,1.0554,0.5027,7.7695,Europe,Netherlands
COMP_002336,Mooney PLC,transportation,13,2929,390000494.21,9650290.72,244364785.04,119162992.39,1.7452,0.9122,0.9518,2.0835,Europe,Germany
COMP_002337,Smith PLC,manufacturing,48,6238,917910652.82,164080718.66,505156985.65,167426141.15,3.1472,1.7912,0.4957,25.6012,Europe,France
COMP_002338,Powell and Sons,professional_services,17,228,37220775.67,1346486.49,21948471.88,6331260.6,2.5272,1.3028,0.4054,4.2902,Asia Pacific,Hong Kong
COMP_002339,Phelps Inc,technology,19,286,61391475.24,10160669.36,50416784.4,27502164.1,1.2783,1.0485,1.2002,7.0474,Asia Pacific,Singapore
COMP_002340,Wood & Dunn Inc,hospitality,39,136,84370610.25,3169451.33,43271333.69,11961626.8,3.3278,2.6502,0.382,4.8782,Asia Pacific,Hong Kong
COMP_002341,Smith PLC,professional_services,50,153,75242215.76,9853453.49,65507305.21,19409041.81,2.3604,1.6965,0.421,15.7729,Asia Pacific,Australia
COMP_002342,Hoover & Howard LLC,manufacturing,2,914,151305252.42,15318342.44,105891639.44,80228052.05,2.4278,1.7019,3.1261,3.2115,Asia Pacific,Singapore
COMP_002343,Glenn and Sons,professional_services,34,22,8477911.4,1460938.49,14715812.99,6098401.13,2.5509,1.3471,0.7077,5.8546,Asia Pacific,Australia
COMP_002344,Reynolds & Lawrence Ltd,professional_services,38,178,35799743.54,1060805.62,48965640.54,22260973.35,1.5897,1.0445,0.8336,1.9471,Europe,United Kingdom
COMP_002345,Flores & Reyes Group,retail,49,831,470979404.39,42973078.67,262549876.43,96508493.0,1.194,0.7404,0.5812,6.9888,North America,Canada
COMP_002346,Graham & Clark and Sons,hospitality,37,1005,134045956.7,5145985.11,199257509.33,80096905.37,3.2214,1.9851,0.6722,2.5418,North America,United States
COMP_002347,MayChair and Sons,technology,49,2693,339656308.38,55169442.01,388834951.84,211860349.55,1.7936,1.1607,1.1971,9.2928,Asia Pacific,Hong Kong
COMP_002348,"Cruz, Middleton and Larsen",technology,46,523,181598075.43,18407745.57,178014874.4,82790060.11,2.0642,1.7419,0.8694,5.0886,Latin America,Chile
COMP_002349,Roberts Ltd,technology,13,2358,297236734.81,33422036.03,153252608.6,72249336.12,1.158,0.8811,0.8919,7.4661,North America,Canada
